Identifier	Character	Dialogue	Filename	Line Number
scene3_bbd0812f		The way she called me that was - to be frank - patronizing and a little insulting, but she said it in such a cheery and pleasant way.	game/scripts/parsed_03 scene3.rpy	131
scene3_c900ffc7		It was hard to feel dispirited, even if she insulted you right in your face.	game/scripts/parsed_03 scene3.rpy	132
scene3_c3adaff4	q	I'm the one that makes the traffic lights stay red for you, for a whole three minutes at a time!	game/scripts/parsed_03 scene3.rpy	140
scene3_0a84cafe	q	I'm the one who calls you on your phone when you're almost done with a full combo on your idol rhythm game!	game/scripts/parsed_03 scene3.rpy	145
scene3_46ac6665	q	And don't you just hate it when you open a bag of popcorn and find loose kernels in it!? Yup, that's me too~!	game/scripts/parsed_03 scene3.rpy	150
scene3_00eae25d	q	I'm Satan of Wrath! And I'm here to bring smiles to the faces of everyone around the world!	game/scripts/parsed_03 scene3.rpy	156
scene3_de655daf	pro	...Wait, {i}Satan{/i}!?	game/scripts/parsed_03 scene3.rpy	162
scene3_a9e9150b	st	Yup! Though my stage name is just S⛧Tan! I'm the world's very first idol, y'know!	game/scripts/parsed_03 scene3.rpy	168
scene3_bea66a98	st	People think I might be too old for it, but that's poppycock! You can be whatever you wanna as long as you put your mind to it!~	game/scripts/parsed_03 scene3.rpy	172
scene3_97b95808	pro	What youthful sprite says 'poppycock...?	game/scripts/parsed_03 scene3.rpy	176
scene3_b05ceca4	st	I have a colourful vocabulary! Ah, but enough about me…	game/scripts/parsed_03 scene3.rpy	180
scene3_efc19700	st	Let's talk about you~!	game/scripts/parsed_03 scene3.rpy	184
scene3_52b5d20b	pro	...M-Me?	game/scripts/parsed_03 scene3.rpy	187
scene3_60baa5c3		Despite her playful expression, I felt my skin writhing. Was this all a guise to seduce me? To lower my defences?	game/scripts/parsed_03 scene3.rpy	190
scene3_d9966f20		This {i}is{/i} Satan, after all. Her cunning is unparalleled.	game/scripts/parsed_03 scene3.rpy	191
scene3_0ba53b7a	st	I wanted to wish you, congratulations!	game/scripts/parsed_03 scene3.rpy	195
scene3_7ef024ca	pro	...Con-Congratulations?	game/scripts/parsed_03 scene3.rpy	198
scene3_62b1dd1c	st	{b}Congratulations~!{/b}	game/scripts/parsed_03 scene3.rpy	202
scene3_eb64c8f9	pro	I-I heard you the first time!	game/scripts/parsed_03 scene3.rpy	206
scene3_4f2cdef9	st	Yes, congratulations! You're the Hell Hotline's 666,666th customer! Give yourself a big round of applause!	game/scripts/parsed_03 scene3.rpy	210
scene3_d880e9db		As she beamed, an uproarious applause filled the garage. From where specifically, it was impossible to tell.	game/scripts/parsed_03 scene3.rpy	215
scene3_851084a8		Cautiously, I clapped along. Is this the power of a true demon? To influence those around you?	game/scripts/parsed_03 scene3.rpy	216
scene3_62ac6af6	pro	...Wh-Where's the applause coming from?	game/scripts/parsed_03 scene3.rpy	219
scene3_17aad674	st	Don't worry about it too much! I'd say there are more important things to talk about.	game/scripts/parsed_03 scene3.rpy	223
scene3_85be0051	pro	Right, right, so… so, like, did you come to take my soul?	game/scripts/parsed_03 scene3.rpy	227
scene3_797a08d4	pro	For some kind of dark pact? Signing a contract in blood, that sort of thing?	game/scripts/parsed_03 scene3.rpy	230
scene3_62c9670f	st	Blood!? No, no! That's such a creepy, stalker-ish thing to do!	game/scripts/parsed_03 scene3.rpy	234
scene3_e5f42527	st	Asking for a signature in blood... Who would even {i}think{/i} about something so crazy?	game/scripts/parsed_03 scene3.rpy	238
scene3_d46b842f	st	Not me, no sirree! I'm not here to claim your soul!	game/scripts/parsed_03 scene3.rpy	242
scene3_cf0d49ee	pro	Oh… Uh, well… that's a relief.	game/scripts/parsed_03 scene3.rpy	246
scene3_63595fa9	st	...Not {i}yet.{/i}	game/scripts/parsed_03 scene3.rpy	250
scene3_e6917ace	pro	For a second I thought you were going to rain fiery death upon the ashen Earth and--	game/scripts/parsed_03 scene3.rpy	253
scene3_532f4bfd	pro	Wait, 'not yet?'	game/scripts/parsed_03 scene3.rpy	256
scene3_adb7d5b6	st	Ohhh, don't worry about it! It's all part of the {b}amazingly hellish deal{/b} we have to offer you~!	game/scripts/parsed_03 scene3.rpy	260
scene3_b3adf735		She beamed. She carried herself with such radiant, carefree aplomb it was almost blinding. I couldn't lower my defences - not even an inch.	game/scripts/parsed_03 scene3.rpy	262
scene3_0ec1a2f9	pro	...You make it sound like you're trying to unload some kind of timeshare off on me.	game/scripts/parsed_03 scene3.rpy	265
scene3_96a6e415	st	Ahh, yeah… I've had to take up part-time work.	game/scripts/parsed_03 scene3.rpy	269
scene3_7f457d5d	st	The economy's really hard for a pure, innocent idol, just trying to bring joy to the world. We haven't sold out an event in centuries...	game/scripts/parsed_03 scene3.rpy	273
scene3_b2a2322d	pro	Wait, alright, hold on, what was that about a--	game/scripts/parsed_03 scene3.rpy	276
scene3_86ecd3f8	st	And we don't even make any money off of merchandise and syndication! Isn't that a real tragedy?	game/scripts/parsed_03 scene3.rpy	280
scene3_de2aefc2	st	Sometimes I wonder if people out there know what we're really all about…	game/scripts/parsed_03 scene3.rpy	284
scene3_fd1495f7		Finally feeling a tinge of pity, I sighed. It was hard not to give her the benefit of the doubt.	game/scripts/parsed_03 scene3.rpy	286
scene3_38a43bd3	pro	Yeah, it-it's terrible.	game/scripts/parsed_03 scene3.rpy	290
scene3_f0e663b2	st	Yeah, right? I knew you'd understand!	game/scripts/parsed_03 scene3.rpy	294
scene3_925279ab	st	You're different from everyone else! I think you can really make a difference in the world~!	game/scripts/parsed_03 scene3.rpy	298
scene3_8f6dab9f	pro	...That's... odd to hear from you.	game/scripts/parsed_03 scene3.rpy	302
scene3_b9d8a29b	pro	Like, considering you're, uh, Satan. Ruler of the Damned, et cetera.	game/scripts/parsed_03 scene3.rpy	305
scene3_132d8c1b	st	...Huh? I-I don't speak Latin.	game/scripts/parsed_03 scene3.rpy	309
scene3_b5f1a38b		You have {i}got{/i} to be kidding...	game/scripts/parsed_03 scene3.rpy	311
scene3_8c8ea936	st	And I'm in characterrr! It's 'S⛧Tan', silly! And don't forget the pentagram~!	game/scripts/parsed_03 scene3.rpy	315
scene3_5558f2ea	pro	How would you even begin to pronounce--	game/scripts/parsed_03 scene3.rpy	319
scene3_35115b5e	st	Anyway! I have a {b}positively sinful deal{/b} for your perusal! If I can have just a moment of your time…	game/scripts/parsed_03 scene3.rpy	323
scene3_72c42917	pro	I'm not too privy on any 'deal' that would involve me trading my immortal soul. Just gonna state that up front.	game/scripts/parsed_03 scene3.rpy	327
scene3_05de1816	st	Oh no no, I'm not going to put you on the spot like that! See, the fantastic, amazing, hellishly good deal iiiiis…	game/scripts/parsed_03 scene3.rpy	331
scene3_007bcd08	st	A free trial of our summoning services!	game/scripts/parsed_03 scene3.rpy	335
scene3_60c298e5	pro	Free… trial?	game/scripts/parsed_03 scene3.rpy	338
scene3_8b3165e2	st	That's what you wanted, right? To make a demon your familiar?	game/scripts/parsed_03 scene3.rpy	342
scene3_65935c5f	st	I mean, why else would you go through aaaaall this effort~?	game/scripts/parsed_03 scene3.rpy	346
scene3_a5257b89		She smiled at me with expectant eyes, like an orphan expectantly hoping to be given a new home.	game/scripts/parsed_03 scene3.rpy	349
scene3_218a3129	pro	Well, that's not {i}exactly{/i} what I…	game/scripts/parsed_03 scene3.rpy	352
scene3_05dc587b	pro	Wait. If I summoned a demon, then… then their power would be my power, yes?	game/scripts/parsed_03 scene3.rpy	355
scene3_a26c0724	st	Yes, yes! You two would be partners, you see. Tied together and knotted like an infernal pretzel!	game/scripts/parsed_03 scene3.rpy	359
scene3_c721c238	st	I like strawberry-dipped pretzels, myself… they're sweet {i}and{/i} salty~!	game/scripts/parsed_03 scene3.rpy	363
scene3_69e17f97		Rubbing my chin, I pondered the offer.	game/scripts/parsed_03 scene3.rpy	366
scene3_12305672	pro	Then, if… if I had a demon as my familiar…	game/scripts/parsed_03 scene3.rpy	370
scene3_4e3fa8e8	pro	...Unspeakable power would be at my fingertips. The mortal realm would be but soft, malleable clay within my iron grip.	game/scripts/parsed_03 scene3.rpy	373
scene3_c8413252	pro	...Yes. Yes, I like the sound of that! An extremely powerful demon at my disposal…	game/scripts/parsed_03 scene3.rpy	376
scene3_8d6debbc	st	And they'll try their best every day, because that's what's really important!	game/scripts/parsed_03 scene3.rpy	380
scene3_f4248622	pro	And, again, you say I won't have to put my soul up as collateral?	game/scripts/parsed_03 scene3.rpy	383
scene3_5a050bd6	st	It's a free trial in every way you can imagine!	game/scripts/parsed_03 scene3.rpy	387
scene3_e8dfa76f	st	No credit card details, no payments, no forfeiture of your immortal soul for as long as the trial period lasts!	game/scripts/parsed_03 scene3.rpy	391
scene3_f1518cd6		The demon kept piquing my interest. Perhaps this was the chance of a lifetime - a trial period to exact revenge on humanity for its malice and hubris.	game/scripts/parsed_03 scene3.rpy	394
scene3_688a4cf8		I could dream big. Existence is transient in the hands of a demon lord.	game/scripts/parsed_03 scene3.rpy	395
scene3_997270ae	pro	...And how long does this, ah, {i}mercy period{/i} last?	game/scripts/parsed_03 scene3.rpy	398
scene3_f2c48cca	st	You get one month of our services absolutely free! No strings attached~!	game/scripts/parsed_03 scene3.rpy	402
scene3_9aa5ab43	pro	Well… this mercy period, I daresay… decidedly lacks mercy, ufufu.	game/scripts/parsed_03 scene3.rpy	406
scene3_ea235732	pro	{i}Veni vidi vici{/i}, as they say in Rome! The planets swirl for Sebastian Wolfgang IV alone!	game/scripts/parsed_03 scene3.rpy	409
scene3_b02919bd	st	Ooh, such bloodcurdling enthusiasm~!	game/scripts/parsed_03 scene3.rpy	413
scene3_81645a5c	pro	It's difficult not to get excited with the Princess of All Darkness at my side, Sa-- ...S⛧Tan.	game/scripts/parsed_03 scene3.rpy	417
scene3_368c28a1		Admittedly, uttering that trite nickname was a struggle - even for me. But it'd have to become habit if we were to rule this world together.	game/scripts/parsed_03 scene3.rpy	420
scene3_da433c8a	st	...Eh? Oh, I… oh no, that isn't…	game/scripts/parsed_03 scene3.rpy	424
scene3_f9390448	pro	Whatever is the matter? The world is but a stage, and we are its playwrights!	game/scripts/parsed_03 scene3.rpy	427
scene3_60374d7c	st	I think you have the wrong idea.	game/scripts/parsed_03 scene3.rpy	431
scene3_34493c75	st	You see, it's not {i}me{/i} who's gonna be your familiar.	game/scripts/parsed_03 scene3.rpy	435
scene3_1edb470f		She frowned so obtusely, but her eyes looked me over with pity.	game/scripts/parsed_03 scene3.rpy	440
scene3_24aa9b42	pro	...What? But it was your visage that I brought to this world, was it not?	game/scripts/parsed_03 scene3.rpy	443
scene3_50a799ca	st	Not quite. See, I'm just a part-timer, here to show you the ropes, make sure everything's running smooth… That sort of thing.	game/scripts/parsed_03 scene3.rpy	447
scene3_c956ad75	st	I… I can't be your familiar, you see! I have a celibate image I have to maintain.	game/scripts/parsed_03 scene3.rpy	451
scene3_852b4762	st	Being seen in proximity with a cute, younger boy would be a media scandal.	game/scripts/parsed_03 scene3.rpy	455
scene3_df7bc578	pro	'Cute?’ I-I'm not cute, I'm… I'm rugged as heck!	game/scripts/parsed_03 scene3.rpy	458
scene3_7ee151af	st	Ohhh, you sweet summer child…	game/scripts/parsed_03 scene3.rpy	464
scene3_34828196		Now she was smiling at me, but with even more pity in her expression than before!	game/scripts/parsed_03 scene3.rpy	467
scene3_4bff0fce		I could feel my face fill with red. Absolutely infuriating! This was, undoubtedly, her true potential as Satan of Wrath.	game/scripts/parsed_03 scene3.rpy	468
scene3_486bed0a		How old does she think she is!? ...Actually, that's a question better left unanswered.	game/scripts/parsed_03 scene3.rpy	469
scene3_01d43f4d	st	No, no, you'd be hooked up with another demon!	game/scripts/parsed_03 scene3.rpy	473
scene3_fbcf5cb7	pro	This is starting to sound like a seedy dating service...	game/scripts/parsed_03 scene3.rpy	477
scene3_ebed71cb	st	Ah, no, nothing that pathetic or lonely!	game/scripts/parsed_03 scene3.rpy	481
scene3_b1cd5d96	st	I bet they're dying to meet you! Alright, quiet, quiet, I'm gonna call them over~!	game/scripts/parsed_03 scene3.rpy	485
scene3_0f0763bf	st	...Ah, but I'm gonna need you to close your eyes for this. It makes the magic stronger, you see!	game/scripts/parsed_03 scene3.rpy	489
scene3_fe2a1ac4	pro	...Really? But, you're a demon, and summoning isn't quite the same as a charlatan's magic trick.	game/scripts/parsed_03 scene3.rpy	493
scene3_e9deb065	st	Truuue, but special effects cost a lotta money, and I'm trying my best to save for my career… {i}Pleeeease?{/i}	game/scripts/parsed_03 scene3.rpy	497
scene3_e928789e		The demoness flashed me the saddest pair of puppy-dog eyes I had ever seen. What a pitiful display…	game/scripts/parsed_03 scene3.rpy	500
scene3_1ec4ac4a		I closed my eyes to brace myself.	game/scripts/parsed_03 scene3.rpy	504
scene3_6e06c1d5	pro	...Well, fine, if that's the case…	game/scripts/parsed_03 scene3.rpy	507
scene3_70e0e367	st	{b}Yes! Okay then, {i}nooo{/i} peeking!{/b}	game/scripts/parsed_03 scene3.rpy	510
scene3_c87a4700		This all felt so childlike, but… I had high hopes for what had yet to come.	game/scripts/parsed_03 scene3.rpy	511
scene3_d3bb0083		Oh, how wrong I was…	game/scripts/parsed_03 scene3.rpy	512
scene4_0e15915d	st	Ooookayyyy! Now remember, we can make anything happen if we all sing along~!	game/scripts/parsed_04 scene4.rpy	9
scene4_3eb409ee	pro	{i}I don't sing.{/i}	game/scripts/parsed_04 scene4.rpy	12
scene4_3c6463a7	q	Nn…	game/scripts/parsed_04 scene4.rpy	15
scene4_819b6a1a	st	...Huh? Oh, shoot, silly me~! I think she was here the whole time!	game/scripts/parsed_04 scene4.rpy	18
scene4_e254da11		I heard that too! What {i}was{/i} that? It sounded like another girl, but…	game/scripts/parsed_04 scene4.rpy	20
scene4_0dc661ce	pro	...What? How can this be?	game/scripts/parsed_04 scene4.rpy	23
scene4_f509d317	st	Hmmmmmm… oh, oh, I think I know!	game/scripts/parsed_04 scene4.rpy	26
scene4_684bc775	pro	Aren't you going to answer my question!?	game/scripts/parsed_04 scene4.rpy	29
scene4_b18e3c3e		She wasn't. I could hear her skipping to the other side of the garage.	game/scripts/parsed_04 scene4.rpy	31
